01-01-2017,40,46,44,38,19,23,16,9,12,13,20,22,24,19,14,8,6,16,46,66,35,34,52,45
02-01-2017,33,21,13,19,17,17,14,18,25,34,40,53,24,13,15,16,21,26,91,101,92,56,71,100
03-01-2017,84,34,22,16,8,9,11,24,21,25,42,24,22,28,16,15,14,31,73,42,43,35,52,73
04-01-2017,44,39,28,26,20,15,17,11,11,17,19,23,19,26,25,34,34,29,28,38,77,75,54,52
05-01-2017,51,33,38,27,11,8,6,15,15,16,14,21,22,37,33,22,13,14,17,23,24,23,33,32
06-01-2017,26,12,13,12,11,14,14,11,13,14,12,19,12,9,10,10,12,9,11,25,12,29,28,31
07-01-2017,22,25,19,14,10,7,5,9,10,15,17,19,28,32,38,39,43,51,47,65,96,58,63,92
08-01-2017,76,40,28,19,14,8,13,11,9,16,18,17,16,17,22,20,23,18,35,83,81,74,127,125
09-01-2017,90,32,20,18,16,7,10,11,19,31,31,61,34,18,21,29,42,37,47,77,112,159,76,35
10-01-2017,35,21,16,11,7,4,6,10,11,23,27,27,14,19,17,22,26,35,39,62,81,94,129,111
11-01-2017,75,35,36,27,17,9,13,14,13,13,10,15,22,22,17,42,43,82,72,120,33,10,9,10
12-01-2017,8,8,6,6,6,7,10,14,23,32,44,27,17,18,22,23,19,25,56,42,52,53,67,75
13-01-2017,49,33,30,21,14,19,13,28,28,35,70,63,49,24,22,32,40,77,60,37,31,45,34,38
14-01-2017,26,24,18,13,14,13,12,19,10,20,30,18,43,33,42,52,36,30,8,49,54,63,32,21
15-01-2017,26,7,18,9,10,11,13,14,21,21,45,32,18,12,15,14,20,25,56,72,90,22,10,11
16-01-2017,9,5,1,3,2,7,8,6,4,18,9,19,21,18,14,23,15,19,47,61,28,27,43,40
17-01-2017,24,10,6,5,3,2,3,6,10,21,31,36,26,20,34,35,51,41,45,39,46,79,62,51
18-01-2017,47,39,28,20,18,12,10,8,14,20,27,26,29,26,36,41,37,36,37,35,24,35,22,58
19-01-2017,36,21,24,13,9,10,10,15,19,15,19,22,25,16,17,21,25,31,53,74,84,91,127,100
20-01-2017,82,69,54,32,23,21,18,27,50,59,73,60,49,21,16,6,10,11,22,42,67,90,95,106
21-01-2017,85,75,40,32,22,18,12,16,22,34,48,34,19,17,15,15,12,16,17,38,63,83,99,108
22-01-2017,55,42,40,30,24,15,15,19,26,29,33,28,27,34,30,25,28,40,47,77,102,114,121,80
23-01-2017,66,59,44,34,38,30,34,31,46,78,57,60,40,64,45,40,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
24-01-2017,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,83,16,30,48,90,103,145,133
25-01-2017,95,63,38,26,26,12,7,15,18,42,52,42,39,36,20,14,15,10,22,32,48,67,59,62
26-01-2017,66,59,43,28,31,19,17,31,45,71,69,53,37,28,22,20,16,18,24,35,78,56,47,62
27-01-2017,55,70,19,4,9,15,13,17,20,42,35,20,25,18,22,17,19,21,31,62,67,59,82,113
28-01-2017,93,76,63,53,28,33,36,38,52,33,28,21,21,26,29,32,32,29,39,48,73,124,110,130
29-01-2017,89,98,78,47,50,48,47,46,44,56,45,30,24,31,34,28,30,29,29,40,40,30,38,39
30-01-2017,65,67,41,32,22,17,17,24,38,49,58,25,17,13,14,15,5,9,19,33,77,103,121,117
31-01-2017,89,70,48,33,25,26,21,25,37,54,57,38,30,18,21,21,20,21,25,31,58,87,104,98
01-02-2017,46,24,18,18,17,17,18,13,22,39,32,19,26,24,7,14,9,11,20,51,97,117,149,118
02-02-2017,58,43,47,33,22,25,23,33,44,67,70,50,23,17,21,18,21,11,21,28,96,108,107,122
03-02-2017,59,36,23,20,17,18,16,23,24,24,23,15,22,18,41,29,26,25,36,41,43,45,71,67
04-02-2017,51,35,17,19,17,12,21,24,27,32,32,28,20,21,26,27,26,22,23,27,30,33,36,34
05-02-2017,24,28,21,27,28,29,32,33,24,33,40,41,38,43,39,51,41,40,44,48,44,49,39,40
06-02-2017,31,38,38,45,47,37,31,31,32,54,42,33,31,28,42,42,35,42,58,32,36,42,34,19
07-02-2017,18,18,13,12,16,8,11,14,10,23,16,12,19,15,18,17,19,18,25,38,53,59,64,37
08-02-2017,32,20,24,24,22,20,15,28,35,60,41,42,24,17,11,14,11,9,16,36,73,90,100,72
09-02-2017,70,53,31,33,27,26,23,32,45,51,54,38,-9999,-9999,82,14,15,17,11,23,42,66,75,76
10-02-2017,88,49,16,13,11,10,12,13,20,21,13,17,19,15,21,18,17,15,17,21,24,33,19,22
11-02-2017,18,17,21,17,19,17,21,16,23,31,34,17,9,12,13,10,15,11,18,17,46,69,88,111
12-02-2017,88,69,56,39,36,34,29,40,31,30,28,24,21,19,17,13,19,12,16,26,41,52,94,82
13-02-2017,97,53,48,45,43,39,29,26,51,65,36,18,12,17,11,14,16,13,17,35,64,101,-9999,-9999
14-02-2017,-9999,81,14,11,12,15,12,21,34,49,31,18,-9999,-9999,87,18,15,15,16,25,32,47,34,32
15-02-2017,44,25,24,15,23,22,24,28,27,29,28,20,14,14,12,12,12,14,18,46,57,53,45,48
16-02-2017,68,70,42,26,23,24,25,26,39,74,94,42,33,48,57,61,67,40,41,54,70,86,87,76
17-02-2017,54,41,36,35,30,32,23,31,47,66,52,44,23,24,29,30,31,31,24,32,69,64,58,59
18-02-2017,59,42,27,23,24,27,34,39,45,49,44,30,27,27,32,26,32,35,29,44,46,72,66,48
19-02-2017,33,22,18,23,26,25,30,28,30,29,28,37,39,29,32,34,30,34,34,35,36,36,33,31
20-02-2017,34,27,24,23,26,20,24,20,12,23,18,18,25,23,32,34,23,22,17,40,51,38,24,37
21-02-2017,48,38,52,43,42,34,29,21,38,28,33,45,32,31,28,29,34,37,34,39,64,62,54,54
22-02-2017,45,44,30,30,22,23,19,22,31,35,27,18,20,17,17,17,14,10,16,21,54,43,35,39
23-02-2017,23,19,15,14,12,14,14,20,22,40,32,25,26,26,17,11,13,21,20,25,29,108,118,92
24-02-2017,37,24,21,18,20,27,32,35,41,38,44,34,28,30,27,21,21,25,23,22,36,71,82,85
25-02-2017,64,52,44,31,31,35,32,29,32,34,38,28,29,26,31,35,50,76,79,87,71,79,56,59
