"01-01-2021",7,9,7,4,3,5,3,5,19,14,16,7,5,7,7,7,13,47,49,54,60,55,46,28
"02-01-2021",24,11,7,5,4,7,17,18,26,16,14,9,10,11,11,18,35,57,40,39,41,45,17,12
"03-01-2021",6,6,8,4,1,2,4,12,17,25,20,22,15,14,12,10,20,38,38,39,43,43,41,32
"04-01-2021",23,18,15,12,5,10,38,21,25,47,32,33,38,37,31,46,56,26,25,26,34,23,18,10
"05-01-2021",9,5,6,4,5,12,33,47,44,54,46,45,37,18,38,28,49,43,41,32,27,26,14,12
"06-01-2021",5,11,8,8,12,10,13,18,24,18,21,22,20,28,17,35,44,53,24,33,20,11,12,7
"07-01-2021",5,5,4,3,3,8,21,32,41,49,33,26,29,47,36,35,40,59,55,50,74,80,52,33
"08-01-2021",13,10,12,8,8,12,42,25,21,54,8,18,31,22,34,18,26,70,36,44,32,38,29,8
"09-01-2021",14,15,4,3,5,9,14,29,27,17,41,25,9,10,16,18,13,24,52,52,45,37,22,18
"10-01-2021",14,10,12,6,5,6,8,10,11,10,12,12,15,17,39,47,52,48,55,52,51,41,30,21
"11-01-2021",26,4,3,2,3,5,10,18,21,13,24,20,20,32,29,15,22,13,27,15,27,25,16,10
"12-01-2021",10,7,7,3,3,14,16,21,33,18,6,15,25,33,35,9,6,4,6,5,7,5,5,3
"13-01-2021",3,3,2,2,6,12,24,40,56,27,26,23,14,29,20,42,29,7,8,10,14,18,8,7
"14-01-2021",7,7,5,4,4,12,23,38,57,48,42,30,46,30,38,36,28,39,48,42,37,16,20,7
"15-01-2021",5,4,8,3,6,14,37,56,50,51,32,25,20,21,22,19,15,14,21,25,24,14,9,7
"16-01-2021",15,6,5,4,5,5,7,11,20,19,23,26,27,30,27,17,11,18,31,37,36,33,26,21
"17-01-2021",14,9,13,11,6,2,3,9,13,13,7,7,8,14,12,8,17,25,43,44,51,32,18,19
"18-01-2021",13,10,6,5,3,6,18,38,48,30,18,19,26,31,26,27,27,33,58,65,65,51,52,40
"19-01-2021",22,9,6,6,7,8,31,58,68,65,45,35,19,14,21,32,36,55,45,63,66,80,35,19
"20-01-2021",16,11,8,9,6,14,41,51,82,112,102,64,34,21,38,29,50,74,68,76,82,51,44,42
"21-01-2021",39,16,5,5,6,11,27,50,61,51,50,44,38,52,59,37,30,35,49,65,81,48,34,18
"22-01-2021",11,11,5,4,5,11,24,45,50,53,63,77,63,45,47,52,41,36,42,65,50,53,61,44
"23-01-2021",23,19,14,7,9,16,24,33,32,40,39,28,23,30,30,26,18,23,20,17,25,22,10,8
"24-01-2021",6,6,10,4,3,3,4,7,11,12,13,15,12,28,18,18,18,22,24,26,24,13,10,7
"25-01-2021",4,4,2,2,2,9,3,4,6,37,15,15,7,8,6,7,6,6,25,49,44,27,15,13
"26-01-2021",5,4,3,3,2,6,11,16,27,31,31,27,31,30,33,19,24,40,20,8,26,4,4,3
